SlNo,Invoice No,Date,Item Name,Rate,Qty,CGST%,CGST,SGST%,SGST,IGST%,IGST,Amount
4484,971,22-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
4485,971,22-08-25,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
4486,971,22-08-25,VAY BAND 1127 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
4487,971,22-08-25,VAY BAND 1261HG (DARK GREY),6.19,100,9,55.71,9,55.71,0,0,730.42
4488,971,22-08-25,VAY BAND 1401GL BLACK GLOSSY,6.19,100,9,55.71,9,55.71,0,0,730.42
4489,971,22-08-25,VAY BAND 1735 (.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4490,971,22-08-25,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
4491,971,22-08-25,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
4492,971,22-08-25,VB-10944(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4493,971,22-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4494,971,22-08-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4495,971,22-08-25,VB-1698 {0.45X22MM},3.94,100,9,35.46,9,35.46,0,0,464.92
4496,971,22-08-25,VB-19079 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4497,971,22-08-25,VB-REALWUD 0.45X22MM,3.94,100,9,35.46,9,35.46,0,0,464.92
4498,972,22-08-25,VAY BAND 10659 2MMX22MM,20.35,50,9,91.58,9,91.58,0,0,1200.66
4499,973,22-08-25,VAY BAND 1126 MT .45X22MM,3.6,100,9,32.4,9,32.4,0,0,424.8
4500,974,22-08-25,VAY BAND REALWUD3 - 0.5X40MM,11.03,250,9,248.18,9,248.18,0,0,3253.86
4501,974,22-08-25,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4502,974,22-08-25,VB-REALWOOD3 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4503,975,22-08-25,VAY BAND REALWOOD LIGHT MAT 0.8MMX22MM,8.5,200,9,153,9,153,0,0,2006
4504,975,22-08-25,VAY BAND1114HG,6.19,600,9,334.26,9,334.26,0,0,4382.52
4505,975,22-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,50,9,16.2,9,16.2,0,0,212.4
4506,975,22-08-25,VB-REALWUD 0.45X22MM,3.94,500,9,177.3,9,177.3,0,0,2324.6
4507,976,23-08-25,VAY BAND 10659 40MM,11.03,50,9,49.64,9,49.64,0,0,650.78
4508,976,23-08-25,VB-10659 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4509,977,23-08-25,VAY BAND 10485 40MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
4510,977,23-08-25,VAY BAND 11510 40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
4511,977,23-08-25,VB-10485(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4512,977,23-08-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4513,977,23-08-25,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4514,977,23-08-25,VB-19071 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4515,978,23-08-25,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
4516,978,23-08-25,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
4517,978,23-08-25,VB-1115 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4518,978,23-08-25,VB-19071 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4519,979,23-08-25,1140 HG (BAGE),6.19,50,9,27.86,9,27.86,0,0,365.22
4520,979,23-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4521,979,23-08-25,VB-1815 (0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4522,980,23-08-25,VAY BAND 1873 0.5MMX40MM,11.03,50,9,49.64,9,49.64,0,0,650.78
4523,981,23-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,150,9,83.57,9,83.57,0,0,1095.64
4524,981,23-08-25,VAY BAND1135 HG{.5},6.19,100,9,55.71,9,55.71,0,0,730.42
4525,981,23-08-25,VB-10659 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4526,982,23-08-25,VAY BAND 1113HG (0.8MM),10.17,100,9,91.53,9,91.53,0,0,1200.06
4527,982,23-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,150,9,83.57,9,83.57,0,0,1095.64
4528,982,23-08-25,VAY BAND 1114GL 0.8MMX22MM,10.17,100,9,91.53,9,91.53,0,0,1200.06
4529,982,23-08-25,VAY BAND 1401GL BLACK GLOSSY,6.19,50,9,27.86,9,27.86,0,0,365.22
4530,982,23-08-25,VAY BAND1114HG,6.19,150,9,83.57,9,83.57,0,0,1095.64
4531,982,23-08-25,VB-1003 MT(0.45X22MM),3.5,50,9,15.75,9,15.75,0,0,206.5
4532,982,23-08-25,VB-1121 IVORY (0.45MMX22MM),3.5,250,9,78.75,9,78.75,0,0,1032.5
4533,983,23-08-25,VAY BAND 1114GL 0.5MMX40MM,11.88,50,9,53.46,9,53.46,0,0,700.92
4534,983,23-08-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4535,984,23-08-25,19991 HG (0.5 X 22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4536,984,23-08-25,VAY BAND1135 HG{.5},6.19,100,9,55.71,9,55.71,0,0,730.42
4537,984,23-08-25,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4538,984,23-08-25,VB-2891-MT-WOOD-0.45*22,3.94,100,9,35.46,9,35.46,0,0,464.92
4539,985,23-08-25,VAY BAND 1126 HG (.5),6.19,300,9,167.13,9,167.13,0,0,2191.26
4540,985,23-08-25,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4541,986,23-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,750,9,417.82,9,417.82,0,0,5478.14
4542,986,23-08-25,VAY BAND 1126 HG (.5),6.19,500,9,278.55,9,278.55,0,0,3652.1
4543,986,23-08-25,VAY BAND 1126 MT .45X22MM,3.6,250,9,81,9,81,0,0,1062
4544,986,23-08-25,VB-1013 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4545,986,23-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,1000,9,324,9,324,0,0,4248
4546,986,23-08-25,VB-1129 MAT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4547,987,25-08-25,VB-10659 (0.45X22MM),3.94,1000,9,354.6,9,354.6,0,0,4649.2
4548,988,25-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,150,9,83.57,9,83.57,0,0,1095.64
4549,988,25-08-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
4550,988,25-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4551,988,25-08-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4552,988,25-08-25,VB-2891-MT-WOOD-0.45*22,3.94,100,9,35.46,9,35.46,0,0,464.92
4553,988,25-08-25,VB-2892 MT(.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4554,989,25-08-25,VAY BAND 1126 HG (.5),6.19,150,9,83.57,9,83.57,0,0,1095.64
4555,989,25-08-25,VB-30029 (0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4556,990,25-08-25,VB-10659 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4557,990,25-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4558,990,25-08-25,VB-1119 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4559,990,25-08-25,VB-2891-MT-WOOD-0.45*22,3.94,50,9,17.73,9,17.73,0,0,232.46
4560,990,25-08-25,VB-5465 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4561,991,25-08-25,1135 HG 0.5X40MM,11.88,100,9,106.92,9,106.92,0,0,1401.84
4562,991,25-08-25,VAY BAND REALWOOD3 0.5X22MM,4.66,200,9,83.88,9,83.88,0,0,1099.76
4563,991,25-08-25,VAY BAND1135 HG{.5},6.19,200,9,111.42,9,111.42,0,0,1460.84
4564,992,25-08-25,VAY BAND 5773(0.5X22),4.66,200,9,83.88,9,83.88,0,0,1099.76
4565,992,25-08-25,VB-1121 IVORY (0.45MMX22MM),3.5,100,9,31.5,9,31.5,0,0,413
4566,992,25-08-25,VB-1132(0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4567,992,25-08-25,VB-1261 MAT(0.45MMX22MM),4.05,200,9,72.9,9,72.9,0,0,955.8
4568,992,25-08-25,VB-5373 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4569,992,25-08-25,VB-5465 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4570,993,25-08-25,19993 HG(0.5X22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4571,993,25-08-25,19996 HG(0.5X22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4572,993,25-08-25,VAY BAND 10659 40MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
4573,993,25-08-25,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,11.88,150,9,160.38,9,160.38,0,0,2102.76
4574,993,25-08-25,VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,10.89,150,9,147.01,9,147.01,0,0,1927.52
4575,993,25-08-25,VAY BAND 1114GL 0.5MMX40MM,11.88,150,9,160.38,9,160.38,0,0,2102.76
4576,993,25-08-25,VAY BAND 1114MT 0.5MMX40MM,9.37,150,9,126.49,9,126.49,0,0,1658.48
4577,993,25-08-25,VAY BAND 1126 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
4578,993,25-08-25,VAY BAND 1126 MT .45X22MM,3.6,250,9,81,9,81,0,0,1062
4579,993,25-08-25,VAY BAND 11510 40MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
4580,993,25-08-25,VAY BAND 1873 0.5MMX40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
4581,993,25-08-25,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4582,993,25-08-25,VB-1698 {0.45X22MM},3.94,150,9,53.19,9,53.19,0,0,697.38
4583,993,25-08-25,VB-1873 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4584,993,25-08-25,VB-5465 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4585,993,25-08-25,VB-5772 (0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4586,994,25-08-25,VAY BAND 1126 HG (.5),6.19,50,9,27.86,9,27.86,0,0,365.22
4587,994,25-08-25,VB-1013 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4588,994,25-08-25,VB-1873 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4589,995,25-08-25,VB-5465 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4590,996,25-08-25,VAY BAND 1126 HG (.5),6.19,300,9,167.13,9,167.13,0,0,2191.26
4591,996,25-08-25,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4592,997,25-08-25,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
4593,998,25-08-25,VAY BAND 1126 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
4594,998,25-08-25,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
4595,998,25-08-25,VB-2892 MT(.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4596,999,25-08-25,VAY BAND1135 HG{.5},6.19,100,9,55.71,9,55.71,0,0,730.42
4597,1000,25-08-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4598,1001,25-08-25,VAY BAND 10659 40MM,11.03,50,9,49.64,9,49.64,0,0,650.78
4599,1001,25-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,200,9,111.42,9,111.42,0,0,1460.84
4600,1001,25-08-25,VAY BAND 1128 HG(.5),6.19,50,9,27.86,9,27.86,0,0,365.22
4601,1001,25-08-25,VAY BAND 1261HG (DARK GREY),6.19,150,9,83.57,9,83.57,0,0,1095.64
4602,1001,25-08-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
4603,1001,25-08-25,VB-10659 (0.45X22MM),3.94,600,9,212.76,9,212.76,0,0,2789.52
4604,1001,25-08-25,VB-1114 MAT (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
4605,1001,25-08-25,VB-11510(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4606,1002,25-08-25,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
4607,1003,25-08-25,VB-1873 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4608,1003,25-08-25,VB-5465 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4609,1003,25-08-25,VB-REALWOOD3 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4610,1004,25-08-25,VAY BAND 1126 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
4611,1004,25-08-25,VB-1114 MAT (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4612,1004,25-08-25,VB-5550 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4613,1004,25-08-25,VB-REALWOOD2 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4614,1005,26-08-25,VAY BAND 10659 0.8MMX22MM,8.5,100,9,76.5,9,76.5,0,0,1003
4615,1005,26-08-25,VAY BAND 10659 40MM,11.03,50,9,49.64,9,49.64,0,0,650.78
4616,1005,26-08-25,VB-1013 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4617,1005,26-08-25,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4618,1005,26-08-25,VB-1873 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4619,1005,26-08-25,VB-REALWUD 0.45X22MM,3.94,50,9,17.73,9,17.73,0,0,232.46
4620,1006,26-08-25,VAY BAND 10659 40MM,11.03,50,9,49.64,9,49.64,0,0,650.78
4621,1007,26-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
4622,1007,26-08-25,VB-1114 MAT (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
4623,1008,26-08-25,VAY BAND 1126 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
4624,1009,26-08-25,10397 HG(0.5X22 MM),8.92,150,9,120.42,9,120.42,0,0,1578.84
4625,1009,26-08-25,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,11.88,50,9,53.46,9,53.46,0,0,700.92
4626,1009,26-08-25,VAY BAND 1126 HG (.5),6.19,150,9,83.57,9,83.57,0,0,1095.64
4627,1009,26-08-25,VB-5375 SATURNO WALNUT(0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4628,1010,26-08-25,1135 HG 0.5X40MM,11.88,150,9,160.38,9,160.38,0,0,2102.76
4629,1011,26-08-25,VB-19079 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4630,1012,26-08-25,VB-1115 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4631,1012,26-08-25,VB-1119 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4632,1012,26-08-25,VB-1131(O.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4633,1013,26-08-25,VAY BAND REALWUD3 (0.8MMX22MM),8.5,250,9,191.25,9,191.25,0,0,2507.5
4634,1014,26-08-25,VAY BAND 1261 MAT (0.8MM),7.62,50,9,34.29,9,34.29,0,0,449.58
4635,1014,26-08-25,VAY BAND1114HG,6.19,150,9,83.57,9,83.57,0,0,1095.64
4636,1014,26-08-25,VB-10659 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4637,1014,26-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
4638,1014,26-08-25,VB-1114 MAT (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
4639,1014,26-08-25,VB-1261 MAT(0.45MMX22MM),4.05,100,9,36.45,9,36.45,0,0,477.9
4640,1014,26-08-25,VB-2890 MT(0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4641,1014,26-08-25,VB-2892 MT(.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4642,1015,26-08-25,VAY BAND 1127 HG (.5),6.19,50,9,27.86,9,27.86,0,0,365.22
4643,1015,26-08-25,VB-10659 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4644,1016,26-08-25,VB-1119(0.8MMX22MM),8.71,100,9,78.39,9,78.39,0,0,1027.78
4645,1016,26-08-25,VB-1119(0.8MMX40MM),17.16,50,9,77.22,9,77.22,0,0,1012.44
4646,1017,26-08-25,VB-1132(0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4647,1017,26-08-25,VB-5772 (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4648,1018,26-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,150,9,83.57,9,83.57,0,0,1095.64
4649,1018,26-08-25,VAY BAND 1873 0.8MMX22MM,8.5,250,9,191.25,9,191.25,0,0,2507.5
4650,1018,26-08-25,VB-1131(O.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4651,1018,26-08-25,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4652,1018,26-08-25,VB-1261 MAT(0.45MMX22MM),4.05,150,9,54.68,9,54.68,0,0,716.86
4653,1018,26-08-25,VB-1401MT (0.45X22MM),3.6,250,9,81,9,81,0,0,1062
4654,1018,26-08-25,VB-1873 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4655,1019,26-08-25,VAY BAND 1261HG (DARK GREY),6.19,250,9,139.28,9,139.28,0,0,1826.06
4656,1019,26-08-25,VB-1261 MAT(0.45MMX22MM),4.05,250,9,91.12,9,91.12,0,0,1194.74
4657,1020,27-08-25,VB-10659 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4658,1020,27-08-25,VB-1313MT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4659,1020,27-08-25,VB-19070(0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4660,1020,27-08-25,VB-5095 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4661,1020,27-08-25,VB-5373 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4662,1020,27-08-25,VB-REALWOOD2 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4663,1020,27-08-25,VB-REALWUD 0.45X22MM,3.94,100,9,35.46,9,35.46,0,0,464.92
4664,1021,27-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
4665,1021,27-08-25,VAY BAND1114HG,6.19,50,9,27.86,9,27.86,0,0,365.22
4666,1021,27-08-25,VB-1090 (0.45X22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4667,1021,27-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4668,1021,27-08-25,VB-1114 MAT (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4669,1021,27-08-25,VB-1115 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4670,1022,27-08-25,10397 HG(0.5X22 MM),8.92,50,9,40.14,9,40.14,0,0,526.28
4671,1022,27-08-25,10398 HG(0.5X22MM),8.92,50,9,40.14,9,40.14,0,0,526.28
4672,1022,27-08-25,1267 HG(0.5X22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4673,1022,27-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,300,9,167.13,9,167.13,0,0,2191.26
4674,1022,27-08-25,VAY BAND 1261HG (DARK GREY),6.19,100,9,55.71,9,55.71,0,0,730.42
4675,1022,27-08-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4676,1022,27-08-25,VB-REALWOOD3 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
4677,1023,27-08-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
4678,1023,27-08-25,VB-1044 (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4679,1023,27-08-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4680,1024,27-08-25,VB-10485(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4681,1024,27-08-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4682,1024,27-08-25,VB-10944(0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4683,1024,27-08-25,VB-11510(0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4684,1024,27-08-25,VB-19079 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4685,1024,27-08-25,VB-30054(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4686,1024,27-08-25,VB-5095 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4687,1024,27-08-25,VB-5373 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4688,1024,27-08-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4689,1024,27-08-25,VB-5771 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4690,1025,27-08-25,19991 HG (0.5 X 22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4691,1025,27-08-25,19994 HG(0.5X22MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4692,1026,27-08-25,19992 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4693,1026,27-08-25,VB-1135 SAGE GREEN (0.45X22),3.6,50,9,16.2,9,16.2,0,0,212.4
4694,1027,27-08-25,VAY BAND 10485 40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
4695,1027,27-08-25,VAY BAND 10659 40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
4696,1027,27-08-25,VAY BAND 1114MT 0.5MMX40MM,9.37,100,9,84.33,9,84.33,0,0,1105.66
4697,1027,27-08-25,VAY BAND 1126 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
4698,1027,27-08-25,VAY BAND 1313 HG CLUD GREY,6.19,250,9,139.28,9,139.28,0,0,1826.06
4699,1027,27-08-25,VAY BAND1114HG,6.19,500,9,278.55,9,278.55,0,0,3652.1
4700,1027,27-08-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4701,1027,27-08-25,VB-1132(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4702,1027,27-08-25,VB-1873 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4703,1027,27-08-25,VB-19070(0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4704,1027,27-08-25,VB-19079 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4705,1027,27-08-25,VB-2892 MT(.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4706,1027,27-08-25,VB-30054(0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4707,1027,27-08-25,VB-5095 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4708,1027,27-08-25,VB-5465 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4709,1027,27-08-25,VB-5771 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4710,1027,27-08-25,VB-REALWOOD2 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4711,1028,27-08-25,VAY BAND 1126 MT .45X22MM,3.6,50,9,16.2,9,16.2,0,0,212.4
4712,1028,27-08-25,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
4713,1029,27-08-25,VB-10659 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4714,1030,27-08-25,1140 HG (BAGE),6.19,100,9,55.71,9,55.71,0,0,730.42
4715,1030,27-08-25,VAY BAND 10485 40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
4716,1030,27-08-25,VAY BAND 1126 HG (.5),6.19,50,9,27.86,9,27.86,0,0,365.22
4717,1030,27-08-25,VAY BAND 1127 HG (.5),6.19,50,9,27.86,9,27.86,0,0,365.22
4718,1030,27-08-25,VAY BAND 1267 LITE GREY,3.6,100,9,32.4,9,32.4,0,0,424.8
4719,1030,27-08-25,VAY BAND 1735 (.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4720,1030,27-08-25,VAY BAND 6987 (0.45X22),3.94,50,9,17.73,9,17.73,0,0,232.46
4721,1030,27-08-25,VAY BAND1135 HG{.5},6.19,50,9,27.86,9,27.86,0,0,365.22
4722,1030,27-08-25,VB-1013 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4723,1030,27-08-25,VB-1044 (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4724,1030,27-08-25,VB-10450 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4725,1030,27-08-25,VB-10485(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4726,1030,27-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
4727,1030,27-08-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4728,1030,27-08-25,VB-1119 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4729,1030,27-08-25,VB-1121 IVORY (0.45MMX22MM),3.5,50,9,15.75,9,15.75,0,0,206.5
4730,1030,27-08-25,VB-1121 OAK(0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4731,1030,27-08-25,VB-1123 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4732,1030,27-08-25,VB-11510(0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4733,1030,27-08-25,VB-1263HG(0.5MMX22MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4734,1030,27-08-25,VB-1401MT (0.45X22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4735,1030,27-08-25,VB-1698 {0.45X22MM},3.94,50,9,17.73,9,17.73,0,0,232.46
4736,1030,27-08-25,VB-2890 MT(0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4737,1030,27-08-25,VB-2892 MT(.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
